image_index,tissue_type,pannuke_total_nuclei,pannuke_neoplastic_nuclei,pannuke_normal_nuclei,pannuke_inflammatory_nuclei,pannuke_connective_nuclei,pannuke_dead_nuclei,pannuke_epithelial_nuclei,cellpose_nuclei,cellpose_minus_pannuke_total,cellpose_to_pannuke_ratio,all_tp_pixels,all_fp_pixels,all_fn_pixels,all_tn_pixels,all_dice,all_iou,all_precision,all_recall,neoplastic_tp_pixels,neoplastic_fp_pixels,neoplastic_fn_pixels,neoplastic_tn_pixels,neoplastic_dice,neoplastic_iou,neoplastic_precision,neoplastic_recall,normal_tp_pixels,normal_fp_pixels,normal_fn_pixels,normal_tn_pixels,normal_dice,normal_iou,normal_precision,normal_recall,inflammatory_tp_pixels,inflammatory_fp_pixels,inflammatory_fn_pixels,inflammatory_tn_pixels,inflammatory_dice,inflammatory_iou,inflammatory_precision,inflammatory_recall,connective_tp_pixels,connective_fp_pixels,connective_fn_pixels,connective_tn_pixels,connective_dice,connective_iou,connective_precision,connective_recall,dead_tp_pixels,dead_fp_pixels,dead_fn_pixels,dead_tn_pixels,dead_dice,dead_iou,dead_precision,dead_recall,epithelial_tp_pixels,epithelial_fp_pixels,epithelial_fn_pixels,epithelial_tn_pixels,epithelial_dice,epithelial_iou,epithelial_precision,epithelial_recall,pred_neoplastic_like,pred_normal_like,pred_mixed,pred_unmatched,adapted_rand_error,adapted_rand_precision,adapted_rand_recall,vi_split,vi_merge,neoplastic_object_recall_iou_0.1,neoplastic_missed_objects_iou_0.1,normal_object_recall_iou_0.1,normal_missed_objects_iou_0.1,inflammatory_object_recall_iou_0.1,inflammatory_missed_objects_iou_0.1,connective_object_recall_iou_0.1,connective_missed_objects_iou_0.1,dead_object_recall_iou_0.1,dead_missed_objects_iou_0.1,epithelial_object_recall_iou_0.1,epithelial_missed_objects_iou_0.1,neoplastic_object_recall_iou_0.25,neoplastic_missed_objects_iou_0.25,normal_object_recall_iou_0.25,normal_missed_objects_iou_0.25,inflammatory_object_recall_iou_0.25,inflammatory_missed_objects_iou_0.25,connective_object_recall_iou_0.25,connective_missed_objects_iou_0.25,dead_object_recall_iou_0.25,dead_missed_objects_iou_0.25,epithelial_object_recall_iou_0.25,epithelial_missed_objects_iou_0.25,neoplastic_object_recall_iou_0.5,neoplastic_missed_objects_iou_0.5,normal_object_recall_iou_0.5,normal_missed_objects_iou_0.5,inflammatory_object_recall_iou_0.5,inflammatory_missed_objects_iou_0.5,connective_object_recall_iou_0.5,connective_missed_objects_iou_0.5,dead_object_recall_iou_0.5,dead_missed_objects_iou_0.5,epithelial_object_recall_iou_0.5,epithelial_missed_objects_iou_0.5,mean_preds_per_gt,mean_gts_per_pred,gt_with_multiple_preds,pred_with_multiple_gts
1436,Testis,36,0,36,4,12,0,20,32,-4,0.8888888888888888,8930,1825,1572,53209,0.8401938185064495,0.7244260566230839,0.8303114830303762,0.8503142258609309,0,10755,0,54781,0.0,0.0,0.0,0.0,8930,1825,1572,53209,0.8401938185064495,0.7244260566230839,0.8303114830303762,0.8503142258609309,959,9796,104,54677,0.16229480453531706,0.08831384105342267,0.08916782891669997,0.9021636876679007,2042,8713,1240,53541,0.29094535869467053,0.17023759899944121,0.18986517898634134,0.622181596585551,0,10755,0,54781,0.0,0.0,0.0,0.0,5929,4826,228,54553,0.7011589403969364,0.5398342893557864,0.5512784751273349,0.9629689783970067,0,30,0,2,0.2986490974585774,0.8884471187916534,0.579347357120285,0.3434076148378242,0.3436823951358741,,0,0.8055555555555556,7,1.0,0,0.6666666666666666,4,,0,0.85,3,,0,0.8055555555555556,7,1.0,0,0.6666666666666666,4,,0,0.85,3,,0,0.7777777777777778,8,1.0,0,0.6666666666666666,4,,0,0.8,4,1.096774193548387,1.1333333333333333,2,4
1487,Colon,189,0,189,104,85,0,0,108,-81,0.5714285714285714,20710,1299,10678,32849,0.7756990093074938,0.6335852173645077,0.9409786905352624,0.6598062953993055,0,22009,0,43527,0.0,0.0,0.0,0.0,20710,1299,10678,32849,0.7756990093074938,0.6335852173645077,0.9409786905352624,0.6598062953993055,15291,6718,4052,39475,0.7395531050491537,0.5867388051108604,0.6947612340403041,0.7905185338361213,5419,16590,6626,36901,0.31825923533202616,0.189243932250676,0.24621745649495833,0.4498962224985887,0,22009,0,43527,0.0,0.0,0.0,0.0,0,22009,0,43527,0.0,0.0,0.0,0.0,0,107,0,1,0.9194967971207606,0.7430631696718628,0.04255690131185884,0.48152871978013295,1.8286061993526483,,0,0.5661375661375662,82,0.7884615384615384,22,0.29411764705882354,60,,0,,0,,0,0.5661375661375662,82,0.7884615384615384,22,0.29411764705882354,60,,0,,0,,0,0.4973544973544973,95,0.7403846153846154,27,0.2,68,,0,,0,1.0437956204379562,1.3364485981308412,5,26
1639,Bile-duct,19,18,1,0,1,0,0,12,-7,0.631578947368421,9996,451,1568,53521,0.9082731361587805,0.8319600499368855,0.9568297118780924,0.8644067796602694,9996,451,1452,53637,0.9130851792642553,0.840070594166871,0.9568297118780924,0.8731656184478745,0,10447,116,54973,0.0,0.0,0.0,0.0,0,10447,0,55089,0.0,0.0,0.0,0.0,0,10447,116,54973,0.0,0.0,0.0,0.0,0,10447,0,55089,0.0,0.0,0.0,0.0,0,10447,0,55089,0.0,0.0,0.0,0.0,12,0,0,0,0.21651525946004946,0.8459426006376893,0.7296155689262105,0.14180071304859504,0.3060593585021275,0.6666666666666666,6,0.0,1,,0,0.0,1,,0,,0,0.6666666666666666,6,0.0,1,,0,0.0,1,,0,,0,0.6111111111111112,7,0.0,1,,0,0.0,1,,0,,0,1.0,1.0833333333333333,0,1
1662,Bladder,30,30,0,0,0,0,0,23,-7,0.7666666666666667,18816,144,3365,43211,0.9147079555672165,0.8428219484878643,0.9924050632906157,0.8482935845990495,18816,144,3365,43211,0.9147079555672165,0.8428219484878643,0.9924050632906157,0.8482935845990495,0,18960,0,46576,0.0,0.0,0.0,0.0,0,18960,0,46576,0.0,0.0,0.0,0.0,0,18960,0,46576,0.0,0.0,0.0,0.0,0,18960,0,46576,0.0,0.0,0.0,0.0,0,18960,0,46576,0.0,0.0,0.0,0.0,23,0,0,0,0.26252203082557035,0.8332100315506118,0.6614772287540797,0.18955082851353533,0.5244033064537736,0.7666666666666667,7,,0,,0,,0,,0,,0,0.7666666666666667,7,,0,,0,,0,,0,,0,0.7666666666666667,7,,0,,0,,0,,0,,0,1.0,1.0,0,0
1663,Bladder,12,0,12,1,11,0,0,9,-3,0.75,2082,137,961,62356,0.7913340934990662,0.6547169811300166,0.9382604776884261,0.6841932303625232,0,2219,0,63317,0.0,0.0,0.0,0.0,2082,137,961,62356,0.7913340934990662,0.6547169811300166,0.9382604776884261,0.6841932303625232,105,2114,37,63280,0.08894536213431196,0.04654255319128306,0.04731861198716846,0.7394366196662369,1977,242,924,62393,0.7722656249984917,0.6290168628678683,0.8909418657012577,0.6814891416729353,0,2219,0,63317,0.0,0.0,0.0,0.0,0,2219,0,63317,0.0,0.0,0.0,0.0,0,9,0,0,0.360378164027493,0.8339494867839599,0.5187437144546954,0.04450813307377606,0.16271613944769384,,0,0.75,3,1.0,0,0.7272727272727273,3,,0,,0,,0,0.75,3,1.0,0,0.7272727272727273,3,,0,,0,,0,0.75,3,1.0,0,0.7272727272727273,3,,0,,0,1.0,1.0,0,0
1675,Bladder,4,0,4,2,2,0,0,3,-1,0.75,609,34,125,64768,0.8845315904075198,0.7929687499896749,0.9471228615715844,0.8297002724682602,0,643,0,64893,0.0,0.0,0.0,0.0,609,34,125,64768,0.8845315904075198,0.7929687499896749,0.9471228615715844,0.8297002724682602,505,138,78,64815,0.8238172919998058,0.7004160887558888,0.7853810264263549,0.8662092624208197,104,539,47,64846,0.2619647355130735,0.150724637678975,0.16174183514522952,0.6887417218086925,0,643,0,64893,0.0,0.0,0.0,0.0,0,643,0,64893,0.0,0.0,0.0,0.0,0,3,0,0,0.15586449970628546,0.7717833147286168,0.9314565327910523,0.013365965664754884,0.026237885999877968,,0,0.75,1,1.0,0,0.5,1,,0,,0,,0,0.75,1,1.0,0,0.5,1,,0,,0,,0,0.75,1,1.0,0,0.5,1,,0,,0,1.0,1.0,0,0
1690,Breast,32,0,32,8,24,0,0,28,-4,0.875,12475,1265,2472,49324,0.8697319343253496,0.7694917345171666,0.9079330422118573,0.834615641934278,0,13740,0,51796,0.0,0.0,0.0,0.0,12475,1265,2472,49324,0.8697319343253496,0.7694917345171666,0.9079330422118573,0.834615641934278,1418,12322,387,51409,0.18243808298476522,0.10037516811771757,0.10320232896644599,0.7855955678626837,11057,2683,2085,49711,0.8226322446243499,0.6987045813581683,0.8047307132454113,0.8413483488047167,0,13740,0,51796,0.0,0.0,0.0,0.0,0,13740,0,51796,0.0,0.0,0.0,0.0,0,27,0,1,0.36496389698610276,0.7536914589623293,0.5486594079251128,0.310817118327235,0.4424690090585331,,0,0.84375,5,0.75,2,0.875,3,,0,,0,,0,0.84375,5,0.75,2,0.875,3,,0,,0,,0,0.84375,5,0.75,2,0.875,3,,0,,0,1.0,1.0740740740740742,0,2
1765,Cervix,38,0,38,2,36,0,0,34,-4,0.8947368421052632,8460,149,4526,52401,0.7835147024770625,0.6440807004182382,0.9826925310709923,0.6514708147230467,0,8609,0,56927,0.0,0.0,0.0,0.0,8460,149,4526,52401,0.7835147024770625,0.6440807004182382,0.9826925310709923,0.6514708147230467,57,8552,107,56820,0.012994414681394055,0.006539697108757985,0.006620978046222997,0.34756097558856336,8411,198,4425,52502,0.7844252739562675,0.6453122602419477,0.9770008131014322,0.6552664381422131,0,8609,0,56927,0.0,0.0,0.0,0.0,0,8609,0,56927,0.0,0.0,0.0,0.0,0,33,0,1,0.7681902905220054,0.6145044883175991,0.14284818651733944,0.18935643105678374,0.7027379496554018,,0,0.8421052631578947,6,0.5,1,0.8611111111111112,5,,0,,0,,0,0.8421052631578947,6,0.5,1,0.8611111111111112,5,,0,,0,,0,0.6578947368421053,13,0.0,2,0.6944444444444444,11,,0,,0,1.0303030303030303,1.0303030303030303,1,1
1786,Cervix,14,0,14,0,14,0,0,16,2,1.1428571428571428,6002,607,815,58112,0.8940861015932563,0.808459051723049,0.9081555454669267,0.8804459439623288,0,6609,0,58927,0.0,0.0,0.0,0.0,6002,607,815,58112,0.8940861015932563,0.808459051723049,0.9081555454669267,0.8804459439623288,0,6609,0,58927,0.0,0.0,0.0,0.0,6002,607,815,58112,0.8940861015932563,0.808459051723049,0.9081555454669267,0.8804459439623288,0,6609,0,58927,0.0,0.0,0.0,0.0,0,6609,0,58927,0.0,0.0,0.0,0.0,0,14,0,2,0.1678078775006494,0.8072637339929568,0.8587091508572118,0.15576976656741645,0.16504844120540874,,0,1.0,0,,0,1.0,0,,0,,0,,0,1.0,0,,0,1.0,0,,0,,0,,0,1.0,0,,0,1.0,0,,0,,0,1.1428571428571428,1.1428571428571428,2,2
1788,Cervix,48,47,1,1,0,0,0,49,1,1.0208333333333333,18987,1237,4210,41102,0.8745537873377227,0.7770729311611783,0.9388350474678901,0.8185110143549517,18716,1508,4136,41176,0.8689757637661647,0.7683087027911459,0.9254351265818208,0.8190092770869862,271,19953,74,45238,0.0263503330254138,0.013351069070837841,0.013399920886069323,0.7855072463540432,271,19953,74,45238,0.0263503330254138,0.013351069070837841,0.013399920886069323,0.7855072463540432,0,20224,0,45312,0.0,0.0,0.0,0.0,0,20224,0,45312,0.0,0.0,0.0,0.0,0,20224,0,45312,0.0,0.0,0.0,0.0,43,1,0,5,0.509588994090211,0.704363169714469,0.3761534169986472,0.4242146297148621,0.6829097185698957,0.8936170212765957,5,1.0,0,1.0,0,,0,,0,,0,0.8936170212765957,5,1.0,0,1.0,0,,0,,0,,0,0.8085106382978723,9,1.0,0,1.0,0,,0,,0,,0,1.0454545454545454,1.0454545454545454,2,2
1806,Cervix,67,4,63,59,4,0,0,54,-13,0.8059701492537313,13573,532,8036,43395,0.7600940807524332,0.613025608599154,0.9622828784112284,0.6281179138319088,918,13187,1764,49667,0.10937034610108454,0.05784863570479687,0.06508330379293506,0.3422818791933547,12655,1450,6272,45159,0.7662266892707781,0.6210433331694454,0.8971995746182934,0.6686215459393097,11923,2182,5975,45456,0.7451176452205277,0.5937749003981106,0.8453030840121621,0.6661638171859056,732,13373,297,51134,0.09673582661550367,0.050826274128557954,0.05189649060613123,0.7113702623837574,0,14105,0,51431,0.0,0.0,0.0,0.0,0,14105,0,51431,0.0,0.0,0.0,0.0,1,50,0,3,0.8247399300337526,0.7228970295497165,0.09971790212689442,0.3006809436475513,1.181251217821484,0.25,3,0.7936507936507936,13,0.7796610169491526,13,1.0,0,,0,,0,0.25,3,0.7777777777777778,14,0.7627118644067796,14,1.0,0,,0,,0,0.25,3,0.746031746031746,16,0.7288135593220338,16,1.0,0,,0,,0,1.1153846153846154,1.1372549019607843,6,7
1811,Cervix,29,18,11,9,2,0,0,35,6,1.206896551724138,10420,2356,2401,50359,0.8141579091296581,0.686565197337625,0.8155917345015532,0.8127291162929469,7404,5372,1483,51277,0.6835618335407452,0.5192509993684555,0.5795241077014875,0.8331270394949554,3016,9760,918,51842,0.360981448234374,0.2202424419452167,0.23606762680006568,0.7666497203844265,2265,10511,831,51929,0.28540826612885245,0.16645844050843941,0.17728553537869654,0.7315891472844587,751,12025,87,52673,0.11032760393704251,0.058384513721481464,0.05878209142136914,0.8961813842375157,0,12776,0,52760,0.0,0.0,0.0,0.0,0,12776,0,52760,0.0,0.0,0.0,0.0,17,9,0,9,0.3808083577738056,0.8070609417906599,0.502271786656456,0.43203857621673897,0.3931137745127889,0.9444444444444444,1,0.8181818181818182,2,0.7777777777777778,2,1.0,0,,0,,0,0.9444444444444444,1,0.8181818181818182,2,0.7777777777777778,2,1.0,0,,0,,0,0.8888888888888888,2,0.8181818181818182,2,0.7777777777777778,2,1.0,0,,0,,0,1.0384615384615385,1.0,1,0
1820,Cervix,49,43,6,6,0,0,0,42,-7,0.8571428571428571,18466,1175,4657,41238,0.8636236086425818,0.7599802452873652,0.9401761621093935,0.7985987977335126,17989,1652,4331,41564,0.8574152188935303,0.7504171533452567,0.9158902296212433,0.805958781361646,477,19164,326,45569,0.04666405791427966,0.023889417538927284,0.024285932488150152,0.5940224159328266,477,19164,326,45569,0.04666405791427966,0.023889417538927284,0.024285932488150152,0.5940224159328266,0,19641,0,45895,0.0,0.0,0.0,0.0,0,19641,0,45895,0.0,0.0,0.0,0.0,0,19641,0,45895,0.0,0.0,0.0,0.0,35,4,0,3,0.4835154499320071,0.8053907072763952,0.38012706659123435,0.3535987932158162,0.7278137157911208,0.813953488372093,8,0.6666666666666666,2,0.6666666666666666,2,,0,,0,,0,0.813953488372093,8,0.6666666666666666,2,0.6666666666666666,2,,0,,0,,0,0.813953488372093,8,0.6666666666666666,2,0.6666666666666666,2,,0,,0,,0,1.0256410256410255,1.0256410256410255,1,1
1844,Colon,23,0,23,2,4,0,17,21,-2,0.9130434782608695,17973,4871,9071,33621,0.7205339961512347,0.5631521228260807,0.7867711434071148,0.664583641472909,0,22844,0,42692,0.0,0.0,0.0,0.0,17973,4871,9071,33621,0.7205339961512347,0.5631521228260807,0.7867711434071148,0.664583641472909,1046,21798,216,42476,0.08678337343396383,0.04535993061576524,0.0457888285764114,0.828843106174098,2311,20533,1009,41683,0.17665494572688553,0.09688508782958248,0.10116441954119192,0.696084337347301,0,22844,0,42692,0.0,0.0,0.0,0.0,14616,8228,7846,34846,0.6452125546283837,0.47624633431069524,0.6398178952895115,0.6506989582402943,0,18,0,3,0.6222807484297583,0.6344723576809067,0.2689021283858711,0.8411473797023196,1.1651479033671193,,0,0.7391304347826086,6,0.5,1,0.75,1,,0,0.7647058823529411,4,,0,0.6956521739130435,7,0.5,1,0.75,1,,0,0.7058823529411765,5,,0,0.6086956521739131,9,0.5,1,0.75,1,,0,0.5882352941176471,7,1.25,1.25,5,4
1850,Colon,21,0,21,13,8,0,0,17,-4,0.8095238095238095,14856,296,3885,46499,0.8766411943466568,0.7803750590950358,0.9804646251313487,0.7927004962377713,0,15152,0,50384,0.0,0.0,0.0,0.0,14856,296,3885,46499,0.8766411943466568,0.7803750590950358,0.9804646251313487,0.7927004962377713,8477,6675,2830,47554,0.6407649571032009,0.471415860304487,0.559464097148522,0.7497125674354385,6379,8773,1055,49329,0.5648631895862194,0.39359536002937395,0.42100052798282667,0.8580844767273903,0,15152,0,50384,0.0,0.0,0.0,0.0,0,15152,0,50384,0.0,0.0,0.0,0.0,0,17,0,0,0.4083413045102242,0.7090298939460556,0.5076272356996606,0.2283988670433688,0.5769713562457777,,0,0.8095238095238095,4,0.8461538461538461,2,0.75,2,,0,,0,,0,0.8095238095238095,4,0.8461538461538461,2,0.75,2,,0,,0,,0,0.7619047619047619,5,0.8461538461538461,2,0.625,3,,0,,0,1.0,1.0588235294117647,0,1
1890,Colon,1,0,1,0,1,0,0,0,-1,0.0,0,0,224,65312,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,224,65312,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,224,65312,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,0.0,0.0329248546542075,,0,0.0,1,,0,0.0,1,,0,,0,,0,0.0,1,,0,0.0,1,,0,,0,,0,0.0,1,,0,0.0,1,,0,,0,,,0,0
1943,Colon,30,0,30,7,9,0,14,26,-4,0.8666666666666667,16772,1738,3617,43409,0.862335792693678,0.7579879784874777,0.9061048082112878,0.8226004217956631,0,18510,0,47026,0.0,0.0,0.0,0.0,16772,1738,3617,43409,0.862335792693678,0.7579879784874777,0.9061048082112878,0.8226004217956631,2547,15963,747,46279,0.23362685745724013,0.13226359245981603,0.13760129659636003,0.7732240437134996,5001,13509,1238,45788,0.4041375409105806,0.2532408345147593,0.2701782820095785,0.8015707645443155,0,18510,0,47026,0.0,0.0,0.0,0.0,9224,9286,1632,45394,0.6282094939724074,0.4579485651869437,0.49832522960534936,0.8496683861451274,0,24,0,2,0.3882470838618771,0.7582473006143351,0.5126988232649586,0.43910715681930274,0.6214491797396507,,0,0.8,6,0.5714285714285714,3,0.8888888888888888,1,,0,0.8571428571428571,2,,0,0.8,6,0.5714285714285714,3,0.8888888888888888,1,,0,0.8571428571428571,2,,0,0.7666666666666667,7,0.5714285714285714,3,0.7777777777777778,2,,0,0.8571428571428571,2,1.0833333333333333,1.0833333333333333,2,2
1949,Colon,7,0,7,0,0,0,7,2,-5,0.2857142857142857,844,3,2525,62164,0.40037950664041655,0.25029655990435856,0.9964580873554137,0.2505194419701677,0,847,0,64689,0.0,0.0,0.0,0.0,844,3,2525,62164,0.40037950664041655,0.25029655990435856,0.9964580873554137,0.2505194419701677,0,847,0,64689,0.0,0.0,0.0,0.0,0,847,0,64689,0.0,0.0,0.0,0.0,0,847,0,64689,0.0,0.0,0.0,0.0,844,3,2525,62164,0.40037950664041655,0.25029655990435856,0.9964580873554137,0.2505194419701677,0,2,0,0,0.592482632107158,0.6490578619406004,0.2969939813269164,0.027319353337161505,0.3203631351276702,,0,0.2857142857142857,5,,0,,0,,0,0.2857142857142857,5,,0,0.2857142857142857,5,,0,,0,,0,0.2857142857142857,5,,0,0.14285714285714285,6,,0,,0,,0,0.14285714285714285,6,1.0,1.0,0,0
1956,Colon,12,0,12,0,0,0,12,8,-4,0.6666666666666666,4305,2308,2356,56567,0.6486364321224585,0.47998662058146946,0.6509904733091623,0.6462993544503133,0,6613,0,58923,0.0,0.0,0.0,0.0,4305,2308,2356,56567,0.6486364321224585,0.47998662058146946,0.6509904733091623,0.6462993544503133,0,6613,0,58923,0.0,0.0,0.0,0.0,0,6613,0,58923,0.0,0.0,0.0,0.0,0,6613,0,58923,0.0,0.0,0.0,0.0,4305,2308,2356,56567,0.6486364321224585,0.47998662058146946,0.6509904733091623,0.6462993544503133,0,7,0,1,0.3320302029393326,0.8089325167192785,0.5688442981240418,0.31991614908295146,0.34868175993516537,,0,0.6666666666666666,4,,0,,0,,0,0.6666666666666666,4,,0,0.5,6,,0,,0,,0,0.5,6,,0,0.5,6,,0,,0,,0,0.5,6,1.125,1.125,1,1
1969,Colon,0,0,0,0,0,0,0,0,0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
1979,Colon,0,0,0,0,0,0,0,0,0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
1981,Colon,32,0,32,22,1,0,9,23,-9,0.71875,14431,772,6912,43421,0.7897444316749331,0.6525435224957483,0.9492205485753146,0.6761467460053994,0,15203,0,50333,0.0,0.0,0.0,0.0,14431,772,6912,43421,0.7897444316749331,0.6525435224957483,0.9492205485753146,0.6761467460053994,10887,4316,4112,46221,0.7209456327393149,0.5636551902663403,0.7161086627634571,0.7258483898921756,0,15203,1151,49182,0.0,0.0,0.0,0.0,0,15203,0,50333,0.0,0.0,0.0,0.0,3544,11659,1649,48684,0.34751912139618185,0.21030144789923433,0.23311188581185743,0.6824571538596526,0,23,0,0,0.6673053995909277,0.7016317382936464,0.21804210452973025,0.31914014039234284,0.9743569626773332,,0,0.71875,9,0.8181818181818182,4,0.0,1,,0,0.5555555555555556,4,,0,0.71875,9,0.8181818181818182,4,0.0,1,,0,0.5555555555555556,4,,0,0.6875,10,0.8181818181818182,4,0.0,1,,0,0.4444444444444444,5,1.0,1.0434782608695652,0,1
2017,Colon,14,0,14,3,6,0,5,11,-3,0.7857142857142857,5999,709,4475,54353,0.6982889069952867,0.5364392381288237,0.8943053070946716,0.5727515753288401,0,6708,0,58828,0.0,0.0,0.0,0.0,5999,709,4475,54353,0.6982889069952867,0.5364392381288237,0.8943053070946716,0.5727515753288401,1370,5338,407,58421,0.322922804949531,0.1925509486996591,0.2042337507450742,0.7709622960001634,2517,4191,2958,55870,0.4131987195268709,0.2603972687768876,0.3752236135951473,0.4597260273964206,0,6708,0,58828,0.0,0.0,0.0,0.0,2112,4596,1110,57718,0.4253776435041033,0.27014581734424387,0.31484794275445016,0.6554934823070904,0,10,0,1,0.6015977258744274,0.7081984218525181,0.2771604782869725,0.19014827334564524,0.5795531169464779,,0,0.7142857142857143,4,0.6666666666666666,1,0.6666666666666666,2,,0,0.8,1,,0,0.7142857142857143,4,0.6666666666666666,1,0.6666666666666666,2,,0,0.8,1,,0,0.6428571428571429,5,0.6666666666666666,1,0.5,3,,0,0.8,1,1.0,1.0,0,0
2021,Colon,8,0,8,1,7,0,0,8,0,1.0,5439,430,1676,57991,0.8378003696851218,0.7208747514900983,0.9267336854644288,0.7644413211514204,0,5869,0,59667,0.0,0.0,0.0,0.0,5439,430,1676,57991,0.8378003696851218,0.7208747514900983,0.9267336854644288,0.7644413211514204,600,5269,81,59586,0.18320610686994931,0.10084033613428431,0.10223206679144278,0.8810572687095293,4839,1030,1595,58072,0.7866374055102116,0.6483118971052407,0.824501618672986,0.7520982281617158,0,5869,0,59667,0.0,0.0,0.0,0.0,0,5869,0,59667,0.0,0.0,0.0,0.0,0,7,0,1,0.3082032956070653,0.683751923344469,0.7000330432867056,0.13963089118779767,0.25149002735583664,,0,0.875,1,1.0,0,0.8571428571428571,1,,0,,0,,0,0.875,1,1.0,0,0.8571428571428571,1,,0,,0,,0,0.875,1,1.0,0,0.8571428571428571,1,,0,,0,1.0,1.0,0,0
2028,Colon,17,0,17,0,17,0,0,12,-5,0.7058823529411765,9142,663,5241,50490,0.7559120224901786,0.6076033497270985,0.9323814380408644,0.6356114857813838,0,9805,0,55731,0.0,0.0,0.0,0.0,9142,663,5241,50490,0.7559120224901786,0.6076033497270985,0.9323814380408644,0.6356114857813838,0,9805,0,55731,0.0,0.0,0.0,0.0,9142,663,5241,50490,0.7559120224901786,0.6076033497270985,0.9323814380408644,0.6356114857813838,0,9805,0,55731,0.0,0.0,0.0,0.0,0,9805,0,55731,0.0,0.0,0.0,0.0,0,12,0,0,0.5715106421832685,0.7057760880825137,0.30762789223682724,0.22404935108036214,0.7184584393918421,,0,0.7058823529411765,5,,0,0.7058823529411765,5,,0,,0,,0,0.7058823529411765,5,,0,0.7058823529411765,5,,0,,0,,0,0.6470588235294118,6,,0,0.6470588235294118,6,,0,,0,1.0,1.0,0,0
2030,Colon,17,0,17,0,17,0,0,12,-5,0.7058823529411765,7113,1296,3333,53794,0.7544948289574359,0.6057741440975934,0.8458794149115877,0.6809304997121568,0,8409,0,57127,0.0,0.0,0.0,0.0,7113,1296,3333,53794,0.7544948289574359,0.6057741440975934,0.8458794149115877,0.6809304997121568,0,8409,0,57127,0.0,0.0,0.0,0.0,7113,1296,3333,53794,0.7544948289574359,0.6057741440975934,0.8458794149115877,0.6809304997121568,0,8409,0,57127,0.0,0.0,0.0,0.0,0,8409,0,57127,0.0,0.0,0.0,0.0,0,11,0,1,0.4628780197943557,0.7947127645161646,0.4056412184940069,0.2532525555356372,0.4968696865497491,,0,0.6470588235294118,6,,0,0.6470588235294118,6,,0,,0,,0,0.6470588235294118,6,,0,0.6470588235294118,6,,0,,0,,0,0.6470588235294118,6,,0,0.6470588235294118,6,,0,,0,1.0,1.0,0,0
2090,Esophagus,21,0,21,5,16,0,0,20,-1,0.9523809523809523,7717,660,3360,53799,0.7933586922993763,0.6574933969492566,0.9212128446927047,0.6966687731328909,0,8377,0,57159,0.0,0.0,0.0,0.0,7717,660,3360,53799,0.7933586922993763,0.6574933969492566,0.9212128446927047,0.6966687731328909,1504,6873,280,56879,0.2960338549352465,0.17373223980573668,0.17953921451572216,0.8430493273495345,6213,2164,3080,54079,0.7032258064512149,0.542288557213457,0.7416736301769825,0.6685677391577869,0,8377,0,57159,0.0,0.0,0.0,0.0,0,8377,0,57159,0.0,0.0,0.0,0.0,0,17,0,3,0.4888004706663207,0.7859846578549511,0.37877680182761114,0.19151218215213425,0.4831055926423018,,0,0.8095238095238095,4,1.0,0,0.75,4,,0,,0,,0,0.8095238095238095,4,1.0,0,0.75,4,,0,,0,,0,0.8095238095238095,4,1.0,0,0.75,4,,0,,0,1.0588235294117647,1.0588235294117647,1,1
